Apellido,Nombre,Documento,Propuesta,Plan,Estado Inscr.,Calidad,Regular,Locación
Saez,Luis,27951905,W,2019,Aceptado,Activo,S,Bernal
Ruiz,Begoña,27955993,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Alba,27964561,W,2019,Aceptado,Activo,S,Bernal
Ezquerro,Josefa,27964633,W,2015,Aceptado,Pasivo,S,Bernal
Pascual,Juan Luis,27982452,W,2019,Aceptado,Activo,S,Bernal
Marin,Victor Manuel,27983257,W,2019,Aceptado,Activo,S,Bernal
Diaz,Marta,27987731,W,2015,Aceptado,Pasivo,N,Bernal
Cordon,Agustin,27987922,W,2015,Aceptado,Activo,N,Bernal
Muñoz,Ramon,27987973,W,2015,Aceptado,Activo,N,Bernal
Palacios,Eva Maria,28006926,W,2019,Aceptado,Activo,S,Bernal
Gutierrez,Martina,28009298,W,2015,Aceptado,Activo,N,Bernal
Saenz,Hector,28010714,W,2019,Aceptado,Activo,S,Bernal
Diez,Marcos,28010869,W,2015,Aceptado,Activo,S,Bernal
Martin,Rafael,28011092,W,2019,Pendiente,Activo,S,Bernal
Gutierrez,Montserrat,28011131,W,2015,Aceptado,Activo,N,Bernal
Muñoz,Patricia,28015086,W,2015,Aceptado,Pasivo,S,Bernal
Lopez,Ines,28016961,W,2019,Aceptado,Activo,S,Bernal
Merino,Jonathan,28023714,W,2019,Aceptado,Activo,S,Bernal
Leon,Gloria,28023949,W,2019,Aceptado,Activo,S,Bernal
Blanco,Esther,28042041,W,2019,Aceptado,Activo,S,Bernal
Moreno,Carlos,28050935,W,2019,Aceptado,Activo,S,Bernal
Muñoz,Alejandra,28059020,W,2019,Aceptado,Activo,S,Bernal
Ramirez,Pilar,28059044,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Oscar,28060143,W,2019,Aceptado,Activo,S,Bernal
Ortega,Margarita,28071594,W,2019,Pendiente,Activo,S,Bernal
Dominguez,Cristina,28072018,W,2015,Aceptado,Activo,S,Bernal
Alvarez,Hector,28080377,W,2019,Aceptado,Activo,S,Bernal
Diaz,Ana,28086932,W,2019,Aceptado,Activo,S,Bernal
Saenz,Margarita,28087071,W,2019,Aceptado,Activo,S,Bernal
Garrido,Maria Mercedes,28097351,W,2015,Aceptado,Pasivo,S,Bernal
Cordon,Gonzalo,28099675,W,2019,Aceptado,Activo,S,Bernal
Miguel,Concepcion,28099710,W,2019,Aceptado,Activo,S,Bernal
Pascual,Maria Jose,28099744,W,2019,Aceptado,Activo,S,Bernal
Espinosa,Rosa Maria,28103010,W,2019,Aceptado,Activo,S,Bernal
Calvo,Gregorio,28113675,W,2019,Aceptado,Activo,S,Bernal
Ramirez,Francisco,28113717,W,2019,Aceptado,Activo,S,Bernal
Castillo,Juan,28123072,W,2019,Aceptado,Activo,S,Bernal
Rubio,Jorge,28130613,W,2019,Aceptado,Activo,S,Bernal
Fernandez,Jaime,28132693,W,2015,Aceptado,Pasivo,N,Bernal
Ibañez,Tomas,28132857,W,2015,Aceptado,Activo,N,Bernal
Muñoz,Elena,28134497,W,2012,Aceptado,Activo,N,Bernal
Rubio,Sara,28134740,W,2019,Aceptado,Activo,N,Bernal
Perez,Daniela,28136082,W,2015,Aceptado,Activo,S,Bernal
Ezquerro,David,28136411,W,2019,Aceptado,Pasivo,S,Bernal
Lopez,Rosa,28136590,W,2019,Aceptado,Activo,S,Bernal
Martin,Victor,28138983,W,2019,Aceptado,Activo,S,Bernal
Gonzalez,Manuel,28144438,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Anna,28159862,W,2015,Aceptado,Pasivo,S,Bernal
Cordon,Jose Ramon,28196596,W,2019,Aceptado,Activo,S,Bernal
Saez,Jose Miguel,28203611,W,2019,Aceptado,Activo,S,Bernal
Martin,Mohammed,28205180,W,2019,Aceptado,Activo,S,Bernal
Herce,Lidia,28205565,W,2019,Aceptado,Activo,S,Bernal
Martin,Julian,28212283,W,2019,Aceptado,Activo,S,Bernal
Peña,Maria Nieves,28213741,W,2019,Aceptado,Activo,S,Bernal
Castillo,Beatriz,28219644,W,2019,Aceptado,Activo,S,Bernal
Rubio,Francisca,28225769,W,2015,Aceptado,Activo,N,Bernal
Rubio,Ismael,28235279,W,2019,Aceptado,Activo,S,Bernal
Saez,Agustin,28235376,W,2019,Aceptado,Activo,S,Bernal
Marin,Albert,28235477,W,2019,Aceptado,Activo,S,Bernal
Rodriguez,Ignacio,28235522,W,2015,Aceptado,Pasivo,N,Bernal
Muñoz,Inmaculada,28240327,W,2019,Aceptado,Activo,N,Bernal
Martin,Cesar,28248733,W,2015,Aceptado,Activo,N,Bernal
Diez,Xavier,28248807,W,2019,Aceptado,Activo,S,Bernal
Blanco,Irene,28248849,W,2019,Pendiente,Activo,S,Bernal
Hernandez,Cristina,28290662,W,2019,Aceptado,Activo,S,Bernal
Martinez,Victoria,28290774,W,2015,Aceptado,Pasivo,S,Bernal
Palacios,Jose,28296435,W,2019,Aceptado,Activo,S,Bernal
Miguel,Hugo,28296739,W,2019,Aceptado,Activo,S,Bernal
Moreno,Emilio,28298976,W,2012,Aceptado,Activo,N,Bernal
Saenz,Carla,28301612,W,2019,Aceptado,Activo,N,Bernal
Garcia,Pablo,28301718,W,2019,Aceptado,Activo,S,Bernal
Peña,Maria Josefa,28301819,W,2019,Aceptado,Activo,S,Bernal
Alonso,Concepcion,28301833,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Ines,28301881,W,2019,Aceptado,Activo,S,Bernal
Ezquerro,Xavier,28302046,W,2019,Aceptado,Activo,S,Bernal
Lopez,Patricia,28336764,W,2019,Pendiente,Activo,S,Bernal
Ezquerro,Manuela,28345416,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Ana Isabel,28373895,W,2019,Aceptado,Activo,S,Bernal
Moreno,Jose Miguel,28373897,W,2015,Aceptado,Activo,N,Bernal
Martinez,Jordi,28373962,W,2019,Aceptado,Activo,S,Bernal
Herce,Alba,28385118,W,2019,Aceptado,Activo,S,Bernal
Alonso,Pablo,28387585,W,2019,Pendiente,Activo,S,Bernal
Martin,Claudia,28398475,W,2019,Aceptado,Activo,S,Bernal
Garrido,Juan,28402622,W,2019,Aceptado,Activo,S,Bernal
Fernandez,Gregorio,28403244,W,2019,Aceptado,Activo,S,Bernal
Merino,Rosa,28403895,W,2012,Aceptado,Activo,N,Bernal
Pascual,Marcos,28413896,W,2015,Aceptado,Pasivo,S,Bernal
Leon,Andrea,28413928,W,2015,Aceptado,Activo,S,Bernal
Garrido,Catalina,28414002,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Luis,28414083,W,2019,Aceptado,Activo,S,Bernal
Saenz,Nerea,28414154,W,2019,Aceptado,Activo,S,Bernal
Saenz,Marc,28414277,W,2019,Aceptado,Activo,S,Bernal
Leon,Elena,28443678,W,2019,Aceptado,Activo,S,Bernal
Gomez,Victor Manuel,28444552,W,2019,Aceptado,Activo,S,Bernal
Gutierrez,Olga,28447764,W,2015,Aceptado,Activo,N,Bernal
Ezquerro,Martin,28447852,W,2019,Aceptado,Activo,S,Bernal
Miguel,Sonia,28449079,W,2019,Aceptado,Activo,S,Bernal
Calvo,Fatima,28450039,W,2019,Aceptado,Activo,S,Bernal
Alonso,Blanca,28467243,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Alberto,28471601,W,2015,Aceptado,Activo,S,Bernal
Leon,Ivan,28471657,W,2019,Aceptado,Activo,S,Bernal
Garcia,Monica,28471661,W,2012,Aceptado,Activo,N,Bernal
Moreno,Susana,28471683,W,2019,Aceptado,Activo,S,Bernal
Gonzalez,Raquel,28471783,W,2019,Aceptado,Activo,S,Bernal
Pascual,Gregorio,28471939,W,2015,Aceptado,Activo,N,Bernal
Hernandez,Daniel,28472022,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Marina,28472023,W,2019,Aceptado,Activo,S,Bernal
Torres,Andrea,28472066,W,2019,Aceptado,Activo,S,Bernal
Gomez,Jose Ramon,28495980,W,2015,Aceptado,Pasivo,S,Bernal
Martin,Miguel,28496496,W,2015,Aceptado,Activo,N,Bernal
Pascual,Maria Teresa,28499645,W,2019,Aceptado,Activo,S,Bernal
Garcia,Paula,28500121,W,2019,Aceptado,Activo,S,Bernal
Sanz,Manuela,28500769,W,2015,Aceptado,Activo,S,Bernal
Rubio,Patricia,28501351,W,2015,Aceptado,Activo,N,Bernal
Fernandez,Maria Luisa,28504758,W,2019,Aceptado,Activo,S,Bernal
Cordon,Alfredo,28515029,W,2019,Aceptado,Activo,S,Bernal
Gonzalez,Adrian,28523471,W,2015,Aceptado,Activo,N,Bernal
Ezquerro,Martina,28542816,W,2019,Aceptado,Activo,S,Bernal
Perez,Monica,28546283,W,2015,Aceptado,Activo,N,Bernal
Torres,Esther,28570074,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Agustin,28573120,W,2019,Aceptado,Activo,S,Bernal
Muñoz,Pedro,28577302,W,2019,Aceptado,Activo,S,Bernal
Ortega,Ramon,28579297,W,2019,Aceptado,Activo,S,Bernal
Cordon,Raquel,28580923,W,2019,Pendiente,Activo,S,Bernal
Saez,Martin,28585408,W,2015,Aceptado,Activo,N,Bernal
Garrido,Maria Pilar,28585698,W,2019,Aceptado,Activo,S,Bernal
Leon,Mohamed,28585710,W,2019,Aceptado,Activo,S,Bernal
Rubio,Margarita,28585731,W,2015,Aceptado,Pasivo,S,Bernal
Gomez,Gregorio,28586054,W,2019,Aceptado,Activo,S,Bernal
Calvo,Josep,28586103,W,2019,Aceptado,Activo,S,Bernal
Peña,Antonia,28586213,W,2019,Pendiente,Activo,S,Bernal
Espinosa,Josefina,28589526,W,2012,Aceptado,Activo,N,Bernal
Dominguez,Dario,28598402,W,2019,Aceptado,Activo,S,Bernal
Gabarri,Virginia,28598524,W,2019,Aceptado,Activo,S,Bernal
Hernandez,Joaquin,28598543,W,2019,Aceptado,Activo,N,Bernal
Martinez,Ruben,28598734,W,2015,Aceptado,Activo,S,Bernal
Castillo,Marc,28598791,W,2019,Aceptado,Activo,S,Bernal
Sanchez,Daniela,28598814,W,2019,Aceptado,Activo,S,Bernal
Ortega,Elena,28600461,W,2019,Aceptado,Activo,S,Bernal
Moreno,Nieves,28601722,W,2019,Aceptado,Activo,S,Bernal
Rodriguez,Mar,28602994,W,2019,Aceptado,Activo,S,Bernal
Ortega,Alejandra,28627471,W,2019,Aceptado,Activo,S,Bernal
Romero,Santiago,28665089,W,2019,Aceptado,Activo,S,Bernal
Martinez,Mario,28667703,W,2019,Aceptado,Activo,S,Bernal
Diez,Ana Belen,28676330,W,2019,Aceptado,Activo,S,Bernal
Garrido,Raul,28679190,W,2019,Aceptado,Activo,S,Bernal
Saenz,Maria Rosario,28679212,W,2015,Aceptado,Activo,S,Bernal
Ezquerro,Andrea,28679221,W,2015,Aceptado,Pasivo,N,Bernal
Diaz,Marcos,28679338,W,2019,Aceptado,Activo,S,Bernal
Sainz,Lorena,28679431,W,2015,Aceptado,Pasivo,S,Bernal
Herce,Esther,28679451,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Pablo,28679493,W,2015,Aceptado,Pasivo,S,Bernal
Rodriguez,Adrian,28681998,W,2012,Aceptado,Activo,N,Bernal
Perez,Concepcion,28682207,W,2019,Pendiente,Activo,S,Bernal
Palacios,Alberto,28682439,W,2015,Aceptado,Pasivo,S,Bernal
Garcia,Ines,28682666,W,2015,Aceptado,Pasivo,S,Bernal
Ortega,Lorenzo,28691263,W,2015,Aceptado,Activo,S,Bernal
Alvarez,Maria Elena,28706081,W,2019,Aceptado,Activo,S,Bernal
Diez,Nicolas,28708233,W,2015,Aceptado,Pasivo,S,Bernal
Diaz,Patricia,28708497,W,2015,Aceptado,Activo,N,Bernal
Hernandez,Xavier,28708582,W,2012,Aceptado,Activo,N,Bernal
Gonzalez,Alfonso,28731096,W,2019,Aceptado,Activo,S,Bernal
Garcia,Juan Carlos,28731160,W,2019,Aceptado,Activo,S,Bernal
Peña,Adrian,28731225,W,2019,Aceptado,Activo,S,Bernal
Martinez,Enrique,28731312,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Maria Dolores,28731335,W,2012,Aceptado,Activo,S,Bernal
Miguel,Pedro,28732859,W,2015,Aceptado,Activo,N,Bernal
Benito,Jose Luis,28733137,W,2019,Pendiente,Activo,S,Bernal
Garcia,Nuria,28734776,W,2019,Pendiente,Activo,S,Bernal
Palacios,Jordi,28751183,W,2019,Aceptado,Activo,S,Bernal
Ezquerro,Maria Pilar,28756525,W,2019,Pendiente,Activo,S,Bernal
Garcia,Maria Concepcion,28756539,W,2019,Aceptado,Activo,S,Bernal
Rodriguez,Juan Carlos,28756597,W,2019,Aceptado,Activo,S,Bernal
Cordon,Mariano,28756647,W,2019,Aceptado,Activo,S,Bernal
Marin,Iker,28757044,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Jorge,28758863,W,2019,Aceptado,Activo,S,Bernal
Moreno,Julia,28764526,W,2012,Aceptado,Pasivo,N,Bernal
Medrano,Joaquin,28765243,W,2015,Aceptado,Activo,S,Bernal
Dominguez,Miguel,28769460,W,2019,Aceptado,Activo,S,Bernal
Blanco,Silvia,28777253,W,2019,Aceptado,Activo,S,Bernal
Garrido,Jonathan,28780127,W,2019,Aceptado,Activo,S,Bernal
Leon,Aitor,28783076,W,2015,Aceptado,Activo,S,Bernal
Saez,Celia,28783174,W,2015,Aceptado,Pasivo,S,Bernal
Jimenez,Antonio,28783373,W,2019,Pendiente,Activo,S,Bernal
Lopez,Susana,28799444,W,2019,Pendiente,Activo,S,Bernal
Martin,Carlos,28805192,W,2019,Aceptado,Activo,S,Bernal
Ochoa,Gabriel,28805656,W,2015,Aceptado,Pasivo,S,Bernal
Gil,Rodrigo,28806035,W,2015,Aceptado,Activo,S,Bernal
Sainz,Maria Mar,28806094,W,2019,Aceptado,Activo,S,Bernal
Merino,Victoria,28806176,W,2015,Aceptado,Activo,N,Bernal
Blanco,Dario,28806332,W,2012,Aceptado,Pasivo,N,Bernal
Ibañez,Mar,28806507,W,2019,Aceptado,Activo,S,Bernal
Jimenez,Nieves,28806630,W,2019,Aceptado,Activo,S,Bernal
Sainz,Esther,28806640,W,2015,Aceptado,Activo,N,Bernal
Ibañez,Antonio,28806720,W,2015,Aceptado,Pasivo,S,Bernal
Gil,Miriam,28806723,W,2019,Aceptado,Activo,S,Bernal
Ortiz,Alberto,28806966,W,2015,Aceptado,Activo,N,Bernal
Santamaria,Samuel,28813651,W,2015,Aceptado,Activo,N,Bernal
Rubio,Rocio,28813747,W,2019,Aceptado,Activo,S,Bernal
Cordon,Pilar,28815672,W,2015,Aceptado,Activo,N,Bernal
Ramirez,Miguel Angel,28824369,W,2015,Aceptado,Activo,S,Bernal
Moreno,Maria Rosa,28830057,W,2019,Aceptado,Activo,S,Bernal
Gil,Alfonso,28831213,W,2019,Aceptado,Activo,S,Bernal
Saez,Julio,28831419,W,2015,Aceptado,Activo,N,Bernal
Santamaria,Natalia,28840549,W,2012,Aceptado,Activo,S,Bernal
Ibañez,Yolanda,28843597,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Eduardo,28843605,W,2015,Aceptado,Activo,N,Bernal
Jimenez,Celia,28843647,W,2019,Pendiente,Activo,S,Bernal
Ortega,Beatriz,28843765,W,2019,Aceptado,Activo,S,Bernal
Saenz,Noelia,28843831,W,2019,Aceptado,Activo,S,Bernal
Hernandez,Marta,28844005,W,2019,Aceptado,Pasivo,S,Bernal
Diez,Dolores,28844068,W,2019,Aceptado,Activo,S,Bernal
Calvo,Pedro,28846462,W,2019,Aceptado,Activo,S,Bernal
Lopez,Nieves,28846509,W,2015,Aceptado,Activo,N,Bernal
Torres,Magdalena,28846521,W,2019,Aceptado,Activo,S,Bernal
Pascual,Maria Rosa,28846559,W,2019,Aceptado,Activo,S,Bernal
Romero,Enrique,28846669,W,2015,Aceptado,Activo,N,Bernal
Ochoa,Sara,28846777,W,2019,Aceptado,Activo,S,Bernal
Gabarri,Ana,28850593,W,2019,Aceptado,Activo,S,Bernal
Torres,Jaime,28852142,W,2015,Aceptado,Activo,N,Bernal
Martin,Carmen,28852171,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Amparo,28853398,W,2019,Aceptado,Activo,S,Bernal
Martin,Lorena,28853771,W,2019,Aceptado,Activo,S,Bernal
Moreno,Nicolas,28855213,W,2019,Aceptado,Activo,S,Bernal
Lopez,Aitor,28940524,W,2015,Aceptado,Pasivo,S,Bernal
Sainz,Luis,28942598,W,2019,Aceptado,Activo,S,Bernal
Gabarri,Jesus,28973098,W,2019,Aceptado,Activo,S,Bernal
Gonzalez,Isabel,28973108,W,2019,Aceptado,Activo,S,Bernal
Sainz,Sonia,28973143,W,2015,Aceptado,Activo,N,Bernal
Rubio,Jose Luis,28973584,W,2012,Aceptado,Pasivo,N,Bernal
Dominguez,Ignacio,28973961,W,2019,Aceptado,Activo,S,Bernal
Pascual,Angela,28974012,W,2019,Aceptado,Activo,S,Bernal
Pascual,Lorena,28974073,W,2012,Aceptado,Pasivo,S,Bernal
Herce,Joel,28978563,W,2019,Aceptado,Activo,S,Bernal
Ibañez,Alejandra,28979432,W,2015,Aceptado,Activo,N,Bernal
Ochoa,Andrea,28979587,W,2019,Aceptado,Activo,S,Bernal
Martin,Jaime,28980137,W,2019,Aceptado,Activo,S,Bernal
Ezquerro,Juan Jose,28980288,W,2019,Aceptado,Activo,S,Bernal
Ruiz,Maria Victoria,28980425,W,2015,Aceptado,Activo,N,Bernal
Garcia,Jose Francisco,28980519,W,2019,Aceptado,Activo,S,Bernal
Martinez,Cristina,28984216,W,2015,Aceptado,Pasivo,S,Bernal
Herce,Jose,28984255,W,2015,Aceptado,Pasivo,S,Bernal
Ibañez,Patricia,28987261,W,2019,Aceptado,Activo,S,Bernal
Gabarri,Daniel,28987277,W,2019,Aceptado,Activo,S,Bernal
Ortega,Luz,28987343,W,2015,Aceptado,Activo,N,Bernal
Saenz,Irene,28987421,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Maria Victoria,28987510,W,2019,Aceptado,Activo,S,Bernal
Moreno,Lorena,28987523,W,2019,Aceptado,Activo,S,Bernal
Jimenez,Alfredo,28987531,W,2019,Aceptado,Activo,S,Bernal
Herce,Jordi,28987593,W,2015,Aceptado,Activo,N,Bernal
Gutierrez,Noelia,28987693,W,2015,Aceptado,Activo,N,Bernal
Santamaria,Anna,28987714,W,2015,Aceptado,Activo,S,Bernal
Lopez,Ruben,28987731,W,2015,Aceptado,Activo,N,Bernal
Gonzalez,Marcos,28987761,W,2015,Aceptado,Activo,N,Bernal
Martinez,David,28987770,W,2019,Aceptado,Activo,S,Bernal
Diez,Mohamed,28987831,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Ruben,28987854,W,2019,Aceptado,Activo,S,Bernal
Martin,Fernando,28987889,W,2015,Aceptado,Activo,N,Bernal
Leon,Ivan,28988108,W,2019,Aceptado,Activo,S,Bernal
Gil,Belen,28988356,W,2019,Pendiente,Activo,S,Bernal
Ezquerro,Albert,28988680,W,2015,Aceptado,Activo,N,Bernal
Hernandez,Gloria,28988693,W,2015,Aceptado,Pasivo,S,Bernal
Marin,Cristina,28988798,W,2015,Aceptado,Activo,S,Bernal
Saenz,Arturo,28988810,W,2019,Aceptado,Activo,S,Bernal
Gonzalez,Albert,28988826,W,2019,Aceptado,Activo,S,Bernal
Garrido,Carlos,28988858,W,2015,Aceptado,Pasivo,N,Bernal
Herce,Lucas,28988877,W,2019,Aceptado,Activo,S,Bernal
Marin,Jose,28988899,W,2015,Aceptado,Activo,N,Bernal
Gomez,Felix,28988945,W,2019,Aceptado,Activo,S,Bernal
Alonso,Ainhoa,28989332,W,2015,Aceptado,Activo,N,Bernal
Dominguez,Roberto,28989447,W,2019,Pendiente,Activo,S,Bernal
Palacios,Juan,28989534,W,2019,Aceptado,Activo,S,Bernal
Rubio,Claudia,28989559,W,2019,Aceptado,Activo,S,Bernal
Rodriguez,Iker,28989807,W,2019,Aceptado,Activo,S,Bernal
Marin,Victoria,28989854,W,2019,Aceptado,Activo,S,Bernal
Garrido,Nieves,28990082,W,2015,Aceptado,Pasivo,N,Bernal
Saenz,Angel,28990126,W,2015,Aceptado,Activo,S,Bernal
Marin,Lucas,28990132,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Diana,28990175,W,2015,Aceptado,Activo,S,Bernal
Fernandez,Maria Rosa,28990206,W,2019,Aceptado,Activo,S,Bernal
Gomez,Margarita,28990215,W,2019,Aceptado,Activo,S,Bernal
Pascual,Gloria,28990239,W,2019,Aceptado,Activo,S,Bernal
Gonzalez,Rocio,28990269,W,2015,Aceptado,Activo,N,Bernal
Alvarez,Domingo,28990289,W,2019,Aceptado,Activo,S,Bernal
Gutierrez,Rafael,28990382,W,2019,Aceptado,Activo,S,Bernal
Saenz,Julia,28990416,W,2019,Aceptado,Activo,S,Bernal
Gomez,Mohamed,28990538,W,2015,Aceptado,Activo,S,Bernal
Muñoz,Felipe,28991616,W,2012,Aceptado,Pasivo,N,Bernal
Sanchez,Olga,28998516,W,2015,Aceptado,Activo,N,Bernal
Diaz,Ramon,28998564,W,2012,Aceptado,Activo,N,Bernal
Sanchez,Amparo,28999544,W,2019,Aceptado,Activo,S,Bernal
Herce,Isabel,29015606,W,2015,Aceptado,Activo,N,Bernal
Jimenez,Andrea,29026476,W,2015,Aceptado,Pasivo,S,Bernal
Alvarez,Lidia,29036526,W,2019,Aceptado,Activo,S,Bernal
Ramirez,Juan Luis,29059556,W,2019,Aceptado,Activo,S,Bernal
Romero,Catalina,29071827,W,2019,Aceptado,Activo,N,Bernal
Ortiz,Adolfo,29075380,W,2015,Aceptado,Activo,N,Bernal
Sainz,Nicolas,29075477,W,2019,Aceptado,Activo,S,Bernal
Perez,Felix,29079993,W,2019,Pendiente,Activo,S,Bernal
Alvarez,Maria Angeles,29096542,W,2019,Aceptado,Activo,S,Bernal
Lopez,Alejandra,29101222,W,2019,Aceptado,Activo,S,Bernal
Rubio,Rosa Maria,29101302,W,2019,Aceptado,Activo,S,Bernal
Ortega,Raquel,29104684,W,2019,Aceptado,Activo,S,Bernal
Garcia,Consuelo,29105509,W,2015,Aceptado,Activo,S,Bernal
Romero,Catalina,29107006,W,2015,Aceptado,Activo,S,Bernal
Ruiz,Victor,29107403,W,2012,Aceptado,Pasivo,N,Bernal
Martin,Felix,29136933,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Claudia,29138696,W,2019,Aceptado,Activo,S,Bernal
Palacios,Antonio,29139618,W,2019,Aceptado,Activo,S,Bernal
Garcia,Rodrigo,29140212,W,2015,Aceptado,Activo,N,Bernal
Herce,Juan,29140903,W,2015,Aceptado,Activo,N,Bernal
Martin,Clara,29210571,W,2019,Aceptado,Activo,S,Bernal
Torres,Ignacio,29213601,W,2019,Aceptado,Activo,S,Bernal
Diez,Fatima,29241274,W,2015,Aceptado,Pasivo,N,Bernal
Gomez,Rafael,29241515,W,2015,Aceptado,Activo,N,Bernal
Santamaria,Mario,29241618,W,2019,Aceptado,Activo,S,Bernal
Perez,Albert,29241743,W,2019,Aceptado,Activo,S,Bernal
Diaz,Magdalena,29241904,W,2019,Aceptado,Activo,S,Bernal
Martin,Iker,29241952,W,2015,Aceptado,Pasivo,N,Bernal
Rodriguez,Isaac,29242121,W,2019,Aceptado,Activo,S,Bernal
Peña,Juana,29243867,W,2012,Aceptado,Activo,N,Bernal
Cordon,Alberto,29251067,W,2015,Aceptado,Activo,S,Bernal
Marin,Diana,29260560,W,2019,Aceptado,Activo,S,Bernal
Rubio,Alejandro,29260622,W,2015,Aceptado,Activo,S,Bernal
Leon,Andrea,29260984,W,2019,Aceptado,Activo,S,Bernal
Espinosa,Felipe,29260988,W,2019,Aceptado,Activo,S,Bernal
Ortega,Joel,29263329,W,2019,Aceptado,Activo,S,Bernal
Rodriguez,Emilio,29296126,W,2015,Aceptado,Pasivo,S,Bernal
Saenz,Encarnacion,29297243,W,2019,Aceptado,Activo,S,Bernal
Blanco,Sara,29298550,W,2015,Aceptado,Pasivo,S,Bernal
Moreno,Alejandra,29300390,W,2019,Aceptado,Activo,S,Bernal
Ramirez,Alvaro,29300628,W,2019,Aceptado,Activo,S,Bernal
Perez,Juan Carlos,29301164,W,2012,Aceptado,Activo,S,Bernal
Lopez,Eva Maria,29301169,W,2015,Aceptado,Activo,N,Bernal
Saez,Asuncion,29305027,W,2019,Aceptado,Activo,S,Bernal
Castillo,Nuria,29305241,W,2019,Aceptado,Activo,S,Bernal
Calvo,Virginia,29309288,W,2012,Aceptado,Pasivo,S,Bernal
Herce,Carolina,29356249,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Pilar,29401495,W,2019,Aceptado,Activo,S,Bernal
Ortega,Felix,29411400,W,2019,Aceptado,Activo,S,Bernal
Moreno,Manuel,29413229,W,2019,Aceptado,Activo,N,Bernal
Saenz,Jose Manuel,29413935,W,2019,Aceptado,Activo,S,Bernal
Ibañez,Javier,29414705,W,2015,Aceptado,Activo,N,Bernal
Herce,Maria Concepcion,29416992,W,2015,Aceptado,Activo,N,Bernal
Ochoa,Encarnacion,29420418,W,2015,Aceptado,Activo,N,Bernal
Pascual,Felipe,29420588,W,2015,Aceptado,Activo,N,Bernal
Hernandez,Gonzalo,29420609,W,2019,Aceptado,Activo,S,Bernal
Calvo,Nieves,29420905,W,2019,Aceptado,Activo,S,Bernal
Pascual,Silvia,29420911,W,2015,Aceptado,Activo,N,Bernal
Miguel,Maria Josefa,29420928,W,2019,Aceptado,Activo,S,Bernal
Benito,Rosario,29421642,W,2019,Aceptado,Activo,S,Bernal
Marin,Samuel,29432895,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Salvador,29432963,W,2019,Aceptado,Activo,S,Bernal
Rodriguez,Pilar,29432998,W,2015,Aceptado,Activo,N,Bernal
Ortega,Enrique,29467497,W,2019,Pendiente,Activo,S,Bernal
Ortega,Noelia,29473714,W,2015,Aceptado,Activo,N,Bernal
Cordon,Elena,29479200,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Fernando,29480252,W,2019,Aceptado,Activo,S,Bernal
Saez,Ignacio,29480355,W,2019,Aceptado,Activo,S,Bernal
Alonso,Emilia,29480361,W,2015,Aceptado,Pasivo,S,Bernal
Muñoz,Maria Luisa,29480372,W,2019,Aceptado,Activo,S,Bernal
Ortiz,Rafael,29480420,W,2015,Aceptado,Activo,N,Bernal
Diaz,Marcos,29480471,W,2019,Aceptado,Activo,S,Bernal
Saenz,Natalia,29484769,W,2019,Aceptado,Activo,S,Bernal
Ezquerro,Margarita,29484911,W,2015,Aceptado,Pasivo,S,Bernal
Gutierrez,Andres,29484963,W,2019,Aceptado,Activo,S,Bernal
Muñoz,Eric,29485146,W,2019,Aceptado,Activo,S,Bernal
Romero,Maria Cristina,29486680,W,2019,Aceptado,Activo,S,Bernal
Ibañez,Borja,29494295,W,2019,Pendiente,Activo,S,Bernal
Herce,Eugenio,29495440,W,2019,Aceptado,Activo,S,Bernal
Castillo,Alicia,29496522,W,2019,Aceptado,Activo,S,Bernal
Ruiz,Salvador,29551209,W,2015,Aceptado,Activo,N,Bernal
Alonso,Juan Antonio,29551378,W,2015,Aceptado,Activo,N,Bernal
Ibañez,Alejandro,29551525,W,2019,Aceptado,Activo,S,Bernal
Sanchez,Catalina,29551663,W,2019,Pendiente,Activo,S,Bernal
Ruiz,Jose Miguel,29551901,W,2019,Aceptado,Activo,S,Bernal
Hernandez,Isaac,29551969,W,2015,Aceptado,Pasivo,S,Bernal
Lopez,Angela,29553331,W,2015,Aceptado,Pasivo,N,Bernal
Blanco,Joan,29558503,W,2015,Aceptado,Pasivo,S,Bernal
Rubio,Alba,29561309,W,2015,Aceptado,Activo,N,Bernal
